probe_id	chr	pos	cpg_idx	feature_id
cg00469207	chr7	152622896	196	cg00469207_cpg196
cg00469207	chr7	152622898	197	cg00469207_cpg197
cg00469207	chr7	152622911	198	cg00469207_cpg198
cg00469207	chr7	152622912	199	cg00469207_cpg199
cg00469207	chr7	152622913	200	cg00469207_cpg200
cg00469207	chr7	152622914	201	cg00469207_cpg201
cg00469207	chr7	152622918	202	cg00469207_cpg202
cg00469207	chr7	152622919	203	cg00469207_cpg203
cg00469207	chr7	152622920	204	cg00469207_cpg204
cg00469207	chr7	152622922	205	cg00469207_cpg205
cg00469207	chr7	152622925	206	cg00469207_cpg206
cg00469207	chr7	152622928	207	cg00469207_cpg207
cg00469207	chr7	152622938	208	cg00469207_cpg208
cg00469207	chr7	152622939	209	cg00469207_cpg209
cg00469207	chr7	152622940	210	cg00469207_cpg210
cg00469207	chr7	152622941	211	cg00469207_cpg211
cg00469207	chr7	152622942	212	cg00469207_cpg212
cg00469207	chr7	152622945	213	cg00469207_cpg213
cg00469207	chr7	152622951	214	cg00469207_cpg214
cg00469207	chr7	152622952	215	cg00469207_cpg215
cg00469207	chr7	152622962	216	cg00469207_cpg216
cg00469207	chr7	152622963	217	cg00469207_cpg217
cg00469207	chr7	152622964	218	cg00469207_cpg218
cg00469207	chr7	152622966	219	cg00469207_cpg219
cg00469207	chr7	152622970	220	cg00469207_cpg220
cg00469207	chr7	152622979	221	cg00469207_cpg221
cg00469207	chr7	152622980	222	cg00469207_cpg222
cg00469207	chr7	152622982	223	cg00469207_cpg223
cg00469207	chr7	152622983	224	cg00469207_cpg224
cg00469207	chr7	152622986	225	cg00469207_cpg225
cg00469207	chr7	152622987	226	cg00469207_cpg226
cg00469207	chr7	152622988	227	cg00469207_cpg227
cg00469207	chr7	152622993	228	cg00469207_cpg228
cg00469207	chr7	152622994	229	cg00469207_cpg229
cg00469207	chr7	152623002	230	cg00469207_cpg230
cg00469207	chr7	152623004	231	cg00469207_cpg231
cg00469207	chr7	152623006	232	cg00469207_cpg232
cg00469207	chr7	152623007	233	cg00469207_cpg233
cg00469207	chr7	152623013	234	cg00469207_cpg234
cg00469207	chr7	152623032	235	cg00469207_cpg235
cg00469207	chr7	152623033	236	cg00469207_cpg236
cg00469207	chr7	152623041	237	cg00469207_cpg237
cg00469207	chr7	152623042	238	cg00469207_cpg238
cg00469207	chr7	152623043	239	cg00469207_cpg239
cg00469207	chr7	152623044	240	cg00469207_cpg240
cg00469207	chr7	152623045	241	cg00469207_cpg241
cg00469207	chr7	152623046	242	cg00469207_cpg242
cg00469207	chr7	152623047	243	cg00469207_cpg243
cg00469207	chr7	152623055	244	cg00469207_cpg244
cg00469207	chr7	152623057	245	cg00469207_cpg245
cg00469207	chr7	152623062	246	cg00469207_cpg246
cg00469207	chr7	152623063	247	cg00469207_cpg247
cg00469207	chr7	152623071	248	cg00469207_cpg248
cg00469207	chr7	152623072	249	cg00469207_cpg249
cg00469207	chr7	152623078	250	cg00469207_cpg250
cg00469207	chr7	152623079	251	cg00469207_cpg251
cg00469207	chr7	152623082	252	cg00469207_cpg252
cg00469207	chr7	152623083	253	cg00469207_cpg253
cg00469207	chr7	152623098	254	cg00469207_cpg254
cg00469207	chr7	152623106	255	cg00469207_cpg255
cg00469207	chr7	152623111	256	cg00469207_cpg256
cg00469207	chr7	152623112	257	cg00469207_cpg257
cg00469207	chr7	152623113	258	cg00469207_cpg258
cg00469207	chr7	152623119	259	cg00469207_cpg259
cg00469207	chr7	152623126	260	cg00469207_cpg260
cg00469207	chr7	152623127	261	cg00469207_cpg261
cg00469207	chr7	152623133	262	cg00469207_cpg262
cg00469207	chr7	152623134	263	cg00469207_cpg263
cg00469207	chr7	152623135	264	cg00469207_cpg264
cg00469207	chr7	152623137	265	cg00469207_cpg265
cg00469207	chr7	152623139	266	cg00469207_cpg266
cg00469207	chr7	152623142	267	cg00469207_cpg267
cg00469207	chr7	152623143	268	cg00469207_cpg268
cg00469207	chr7	152623146	269	cg00469207_cpg269
cg00469207	chr7	152623148	270	cg00469207_cpg270
cg00469207	chr7	152623149	271	cg00469207_cpg271
cg00469207	chr7	152623150	272	cg00469207_cpg272
cg00469207	chr7	152623159	273	cg00469207_cpg273
cg00469207	chr7	152623162	274	cg00469207_cpg274
cg00469207	chr7	152623163	275	cg00469207_cpg275
cg00469207	chr7	152623165	276	cg00469207_cpg276
cg00469207	chr7	152623166	277	cg00469207_cpg277
cg00469207	chr7	152623168	278	cg00469207_cpg278
cg00469207	chr7	152623169	279	cg00469207_cpg279
cg00469207	chr7	152623173	280	cg00469207_cpg280
cg00469207	chr7	152623174	281	cg00469207_cpg281
cg00469207	chr7	152623175	282	cg00469207_cpg282
cg00469207	chr7	152623176	283	cg00469207_cpg283
cg00469207	chr7	152623177	284	cg00469207_cpg284
cg00469207	chr7	152623179	285	cg00469207_cpg285
cg00469207	chr7	152623180	286	cg00469207_cpg286
cg00469207	chr7	152623193	287	cg00469207_cpg287
cg00469207	chr7	152623196	288	cg00469207_cpg288
cg00469207	chr7	152623198	289	cg00469207_cpg289
cg00469207	chr7	152623199	290	cg00469207_cpg290
cg00469207	chr7	152623200	291	cg00469207_cpg291
cg00469207	chr7	152623204	292	cg00469207_cpg292
cg00469207	chr7	152623205	293	cg00469207_cpg293
cg00469207	chr7	152623207	294	cg00469207_cpg294
cg00469207	chr7	152623208	295	cg00469207_cpg295
cg00469207	chr7	152623209	296	cg00469207_cpg296
cg00469207	chr7	152623210	297	cg00469207_cpg297
cg00469207	chr7	152623215	298	cg00469207_cpg298
cg00469207	chr7	152623218	299	cg00469207_cpg299
cg00469207	chr7	152623219	300	cg00469207_cpg300
cg00469207	chr7	152623220	301	cg00469207_cpg301
cg00469207	chr7	152623221	302	cg00469207_cpg302
cg00469207	chr7	152623222	303	cg00469207_cpg303
cg00469207	chr7	152623223	304	cg00469207_cpg304
cg00469207	chr7	152623224	305	cg00469207_cpg305
cg00469207	chr7	152623234	306	cg00469207_cpg306
cg00469207	chr7	152623235	307	cg00469207_cpg307
cg00469207	chr7	152623238	308	cg00469207_cpg308
cg00469207	chr7	152623240	309	cg00469207_cpg309
cg00469207	chr7	152623249	310	cg00469207_cpg310
cg00469207	chr7	152623250	311	cg00469207_cpg311
cg00469207	chr7	152623253	312	cg00469207_cpg312
cg00469207	chr7	152623254	313	cg00469207_cpg313
cg00469207	chr7	152623255	314	cg00469207_cpg314
cg00469207	chr7	152623256	315	cg00469207_cpg315
cg00469207	chr7	152623257	316	cg00469207_cpg316
cg00469207	chr7	152623259	317	cg00469207_cpg317
cg00469207	chr7	152623260	318	cg00469207_cpg318
cg00469207	chr7	152623261	319	cg00469207_cpg319
cg00469207	chr7	152623267	320	cg00469207_cpg320
cg00469207	chr7	152623268	321	cg00469207_cpg321
cg00469207	chr7	152623270	322	cg00469207_cpg322
cg00469207	chr7	152623271	323	cg00469207_cpg323
cg00469207	chr7	152623272	324	cg00469207_cpg324
cg00469207	chr7	152623276	325	cg00469207_cpg325
cg00469207	chr7	152623286	326	cg00469207_cpg326
cg00469207	chr7	152623288	327	cg00469207_cpg327
cg00469207	chr7	152623290	328	cg00469207_cpg328
cg00469207	chr7	152623299	329	cg00469207_cpg329
cg00469207	chr7	152623300	330	cg00469207_cpg330
cg00469207	chr7	152623304	331	cg00469207_cpg331
cg00469207	chr7	152623305	332	cg00469207_cpg332
cg00582524	chr16	51184340	1	cg00582524_cpg01
cg00582524	chr16	51184341	2	cg00582524_cpg02
cg00582524	chr16	51184342	3	cg00582524_cpg03
cg00582524	chr16	51184355	4	cg00582524_cpg04
cg00582524	chr16	51184356	5	cg00582524_cpg05
cg00582524	chr16	51184360	6	cg00582524_cpg06
cg00582524	chr16	51184362	7	cg00582524_cpg07
cg00582524	chr16	51184367	8	cg00582524_cpg08
cg00582524	chr16	51184368	9	cg00582524_cpg09
cg00582524	chr16	51184379	10	cg00582524_cpg10
cg00582524	chr16	51184380	11	cg00582524_cpg11
cg00582524	chr16	51184383	12	cg00582524_cpg12
cg00582524	chr16	51184384	13	cg00582524_cpg13
cg00582524	chr16	51184392	14	cg00582524_cpg14
cg00582524	chr16	51184393	15	cg00582524_cpg15
cg00582524	chr16	51184398	16	cg00582524_cpg16
cg00582524	chr16	51184399	17	cg00582524_cpg17
cg00582524	chr16	51184400	18	cg00582524_cpg18
cg00582524	chr16	51184408	19	cg00582524_cpg19
cg00582524	chr16	51184409	20	cg00582524_cpg20
cg00582524	chr16	51184410	21	cg00582524_cpg21
cg00582524	chr16	51184411	22	cg00582524_cpg22
cg00582524	chr16	51184412	23	cg00582524_cpg23
cg00582524	chr16	51184413	24	cg00582524_cpg24
cg00582524	chr16	51184414	25	cg00582524_cpg25
cg00582524	chr16	51184416	26	cg00582524_cpg26
cg00582524	chr16	51184417	27	cg00582524_cpg27
cg00582524	chr16	51184419	28	cg00582524_cpg28
cg00582524	chr16	51184432	29	cg00582524_cpg29
cg00582524	chr16	51184433	30	cg00582524_cpg30
cg00582524	chr16	51184434	31	cg00582524_cpg31
cg00582524	chr16	51184436	32	cg00582524_cpg32
cg00582524	chr16	51184437	33	cg00582524_cpg33
cg00582524	chr16	51184444	34	cg00582524_cpg34
cg00582524	chr16	51184446	35	cg00582524_cpg35
cg00582524	chr16	51184447	36	cg00582524_cpg36
cg00582524	chr16	51184448	37	cg00582524_cpg37
cg00582524	chr16	51184449	38	cg00582524_cpg38
cg00582524	chr16	51184452	39	cg00582524_cpg39
cg00995986	chr2	66665377	1	cg00995986_cpg01
cg00995986	chr2	66665379	2	cg00995986_cpg02
cg00995986	chr2	66665387	3	cg00995986_cpg03
cg00995986	chr2	66665389	4	cg00995986_cpg04
cg00995986	chr2	66665390	5	cg00995986_cpg05
cg00995986	chr2	66665391	6	cg00995986_cpg06
cg00995986	chr2	66665392	7	cg00995986_cpg07
cg00995986	chr2	66665396	8	cg00995986_cpg08
cg00995986	chr2	66665408	9	cg00995986_cpg09
cg00995986	chr2	66665409	10	cg00995986_cpg10
cg00995986	chr2	66665412	11	cg00995986_cpg11
cg00995986	chr2	66665413	12	cg00995986_cpg12
cg00995986	chr2	66665418	13	cg00995986_cpg13
cg00995986	chr2	66665419	14	cg00995986_cpg14
cg00995986	chr2	66665422	15	cg00995986_cpg15
cg00995986	chr2	66665423	16	cg00995986_cpg16
cg00995986	chr2	66665425	17	cg00995986_cpg17
cg00995986	chr2	66665428	18	cg00995986_cpg18
cg00995986	chr2	66665429	19	cg00995986_cpg19
cg00995986	chr2	66665447	20	cg00995986_cpg20
cg00995986	chr2	66665449	21	cg00995986_cpg21
cg00995986	chr2	66665451	22	cg00995986_cpg22
cg00995986	chr2	66665452	23	cg00995986_cpg23
cg00995986	chr2	66665467	24	cg00995986_cpg24
cg00995986	chr2	66665468	25	cg00995986_cpg25
cg01163404	chr12	129822203	1	cg01163404_cpg01
cg01163404	chr12	129822206	2	cg01163404_cpg02
cg01163404	chr12	129822213	3	cg01163404_cpg03
cg01163404	chr12	129822220	4	cg01163404_cpg04
cg01163404	chr12	129822231	5	cg01163404_cpg05
cg01163404	chr12	129822239	6	cg01163404_cpg06
cg01163404	chr12	129822246	7	cg01163404_cpg07
cg01163404	chr12	129822248	8	cg01163404_cpg08
cg01163404	chr12	129822249	9	cg01163404_cpg09
cg01163404	chr12	129822259	10	cg01163404_cpg10
cg01163404	chr12	129822260	11	cg01163404_cpg11
cg01163404	chr12	129822261	12	cg01163404_cpg12
cg01163404	chr12	129822262	13	cg01163404_cpg13
cg01163404	chr12	129822268	14	cg01163404_cpg14
cg01163404	chr12	129822269	15	cg01163404_cpg15
cg01163404	chr12	129822274	16	cg01163404_cpg16
cg01163404	chr12	129822278	17	cg01163404_cpg17
cg01163404	chr12	129822279	18	cg01163404_cpg18
cg01163404	chr12	129822283	19	cg01163404_cpg19
cg01163404	chr12	129822284	20	cg01163404_cpg20
cg01163404	chr12	129822286	21	cg01163404_cpg21
cg01163404	chr12	129822289	22	cg01163404_cpg22
cg01163404	chr12	129822297	23	cg01163404_cpg23
cg01163404	chr12	129822299	24	cg01163404_cpg24
cg01163404	chr12	129822301	25	cg01163404_cpg25
cg01163404	chr12	129822307	26	cg01163404_cpg26
cg01163404	chr12	129822309	27	cg01163404_cpg27
cg01419831	chr2	162283582	1	cg01419831_cpg01
cg01419831	chr2	162283583	2	cg01419831_cpg02
cg01419831	chr2	162283598	3	cg01419831_cpg03
cg01419831	chr2	162283599	4	cg01419831_cpg04
cg01419831	chr2	162283603	5	cg01419831_cpg05
cg01419831	chr2	162283604	6	cg01419831_cpg06
cg01419831	chr2	162283605	7	cg01419831_cpg07
cg01419831	chr2	162283606	8	cg01419831_cpg08
cg01419831	chr2	162283609	9	cg01419831_cpg09
cg01419831	chr2	162283610	10	cg01419831_cpg10
cg01419831	chr2	162283611	11	cg01419831_cpg11
cg01419831	chr2	162283618	12	cg01419831_cpg12
cg01419831	chr2	162283619	13	cg01419831_cpg13
cg01419831	chr2	162283624	14	cg01419831_cpg14
cg01419831	chr2	162283625	15	cg01419831_cpg15
cg01419831	chr2	162283627	16	cg01419831_cpg16
cg01419831	chr2	162283628	17	cg01419831_cpg17
cg01419831	chr2	162283637	18	cg01419831_cpg18
cg01419831	chr2	162283638	19	cg01419831_cpg19
cg01419831	chr2	162283639	20	cg01419831_cpg20
cg01419831	chr2	162283640	21	cg01419831_cpg21
cg01419831	chr2	162283641	22	cg01419831_cpg22
cg01419831	chr2	162283643	23	cg01419831_cpg23
cg01419831	chr2	162283644	24	cg01419831_cpg24
cg01419831	chr2	162283646	25	cg01419831_cpg25
cg01419831	chr2	162283655	26	cg01419831_cpg26
cg01419831	chr2	162283656	27	cg01419831_cpg27
cg01419831	chr2	162283658	28	cg01419831_cpg28
cg01419831	chr2	162283659	29	cg01419831_cpg29
