probe_id	chr	pos	cpg_idx	feature_id
cg00995986	chr2	66665409	4	cg00995986_cpg04
cg00995986	chr2	66665412	5	cg00995986_cpg05
cg00995986	chr2	66665413	6	cg00995986_cpg06
cg00995986	chr2	66665418	7	cg00995986_cpg07
cg00995986	chr2	66665419	8	cg00995986_cpg08
cg00995986	chr2	66665422	9	cg00995986_cpg09
cg00995986	chr2	66665423	10	cg00995986_cpg10
cg00995986	chr2	66665428	11	cg00995986_cpg11
cg00995986	chr2	66665429	12	cg00995986_cpg12
cg00995986	chr2	66665451	13	cg00995986_cpg13
cg00995986	chr2	66665452	14	cg00995986_cpg14
cg00995986	chr2	66665467	15	cg00995986_cpg15
cg00995986	chr2	66665468	16	cg00995986_cpg16
cg01163404	chr12	129822248	1	cg01163404_cpg01
cg01163404	chr12	129822249	2	cg01163404_cpg02
cg01163404	chr12	129822259	3	cg01163404_cpg03
cg01163404	chr12	129822260	4	cg01163404_cpg04
cg01163404	chr12	129822268	5	cg01163404_cpg05
cg01163404	chr12	129822269	6	cg01163404_cpg06
cg01163404	chr12	129822278	7	cg01163404_cpg07
cg01163404	chr12	129822279	8	cg01163404_cpg08
cg01419831	chr2	162283582	1	cg01419831_cpg01
cg01419831	chr2	162283583	2	cg01419831_cpg02
cg01419831	chr2	162283598	3	cg01419831_cpg03
cg01419831	chr2	162283599	4	cg01419831_cpg04
cg01419831	chr2	162283604	5	cg01419831_cpg05
cg01419831	chr2	162283605	6	cg01419831_cpg06
cg01419831	chr2	162283610	7	cg01419831_cpg07
cg01419831	chr2	162283611	8	cg01419831_cpg08
cg01419831	chr2	162283618	9	cg01419831_cpg09
cg01419831	chr2	162283619	10	cg01419831_cpg10
cg01419831	chr2	162283624	11	cg01419831_cpg11
cg01419831	chr2	162283625	12	cg01419831_cpg12
cg01419831	chr2	162283627	13	cg01419831_cpg13
cg01419831	chr2	162283628	14	cg01419831_cpg14
cg01419831	chr2	162283637	15	cg01419831_cpg15
cg01419831	chr2	162283638	16	cg01419831_cpg16
cg01419831	chr2	162283640	17	cg01419831_cpg17
cg01419831	chr2	162283641	18	cg01419831_cpg18
cg01419831	chr2	162283655	19	cg01419831_cpg19
cg01419831	chr2	162283656	20	cg01419831_cpg20
cg01419831	chr2	162283659	21	cg01419831_cpg21
cg01419831	chr2	162283660	22	cg01419831_cpg22
cg01419831	chr2	162283663	23	cg01419831_cpg23
cg01419831	chr2	162283664	24	cg01419831_cpg24
cg01419831	chr2	162283671	25	cg01419831_cpg25
cg01419831	chr2	162283672	26	cg01419831_cpg26
cg01419831	chr2	162283679	27	cg01419831_cpg27
cg01419831	chr2	162283680	28	cg01419831_cpg28
cg01419831	chr2	162283689	29	cg01419831_cpg29
cg01419831	chr2	162283698	30	cg01419831_cpg30
cg01419831	chr2	162283699	31	cg01419831_cpg31
cg01419831	chr2	162283705	32	cg01419831_cpg32
cg01419831	chr2	162283706	33	cg01419831_cpg33
cg01419831	chr2	162283711	34	cg01419831_cpg34
cg01419831	chr2	162283712	35	cg01419831_cpg35
cg01419831	chr2	162283713	36	cg01419831_cpg36
cg01419831	chr2	162283714	37	cg01419831_cpg37
cg01419831	chr2	162283719	38	cg01419831_cpg38
cg01419831	chr2	162283720	39	cg01419831_cpg39
cg01419831	chr2	162283721	40	cg01419831_cpg40
cg01419831	chr2	162283722	41	cg01419831_cpg41
cg01419831	chr2	162283728	42	cg01419831_cpg42
cg01419831	chr2	162283729	43	cg01419831_cpg43
cg01419831	chr2	162283730	44	cg01419831_cpg44
cg01419831	chr2	162283731	45	cg01419831_cpg45
cg01419831	chr2	162283742	46	cg01419831_cpg46
cg01419831	chr2	162283743	47	cg01419831_cpg47
cg01419831	chr2	162283764	48	cg01419831_cpg48
cg01419831	chr2	162283765	49	cg01419831_cpg49
cg01419831	chr2	162283766	50	cg01419831_cpg50
cg01419831	chr2	162283767	51	cg01419831_cpg51
cg01419831	chr2	162283782	52	cg01419831_cpg52
cg01419831	chr2	162283783	53	cg01419831_cpg53
cg01419831	chr2	162283785	54	cg01419831_cpg54
cg01419831	chr2	162283786	55	cg01419831_cpg55
cg01419831	chr2	162283792	56	cg01419831_cpg56
cg01419831	chr2	162283793	57	cg01419831_cpg57
cg01419831	chr2	162283795	58	cg01419831_cpg58
cg01419831	chr2	162283796	59	cg01419831_cpg59
cg01419831	chr2	162283802	60	cg01419831_cpg60
cg01419831	chr2	162283803	61	cg01419831_cpg61
cg01419831	chr2	162283805	62	cg01419831_cpg62
cg01419831	chr2	162283806	63	cg01419831_cpg63
cg01419831	chr2	162283811	64	cg01419831_cpg64
cg01419831	chr2	162283812	65	cg01419831_cpg65
cg01419831	chr2	162283823	66	cg01419831_cpg66
cg01419831	chr2	162283824	67	cg01419831_cpg67
cg01419831	chr2	162283838	68	cg01419831_cpg68
cg01419831	chr2	162283839	69	cg01419831_cpg69
cg01419831	chr2	162283850	70	cg01419831_cpg70
cg01419831	chr2	162283851	71	cg01419831_cpg71
cg01419831	chr2	162283856	72	cg01419831_cpg72
cg01419831	chr2	162283857	73	cg01419831_cpg73
cg01419831	chr2	162283872	74	cg01419831_cpg74
cg01419831	chr2	162283873	75	cg01419831_cpg75
cg01419831	chr2	162283893	76	cg01419831_cpg76
cg01419831	chr2	162283894	77	cg01419831_cpg77
cg01419831	chr2	162283915	78	cg01419831_cpg78
cg01419831	chr2	162283916	79	cg01419831_cpg79
cg01419831	chr2	162283917	80	cg01419831_cpg80
cg01419831	chr2	162283918	81	cg01419831_cpg81
cg01419831	chr2	162283962	82	cg01419831_cpg82
cg01419831	chr2	162283963	83	cg01419831_cpg83
cg01419831	chr2	162283979	84	cg01419831_cpg84
cg01419831	chr2	162283980	85	cg01419831_cpg85
cg01419831	chr2	162283994	86	cg01419831_cpg86
cg01419831	chr2	162283995	87	cg01419831_cpg87
cg01419831	chr2	162284009	88	cg01419831_cpg88
cg01419831	chr2	162284010	89	cg01419831_cpg89
cg01419831	chr2	162284030	90	cg01419831_cpg90
cg01419831	chr2	162284031	91	cg01419831_cpg91
cg01419831	chr2	162284032	92	cg01419831_cpg92
cg01419831	chr2	162284033	93	cg01419831_cpg93
cg01419831	chr2	162284041	94	cg01419831_cpg94
cg01419831	chr2	162284042	95	cg01419831_cpg95
cg01419831	chr2	162284089	96	cg01419831_cpg96
cg01419831	chr2	162284090	97	cg01419831_cpg97
cg01419831	chr2	162284135	98	cg01419831_cpg98
cg01419831	chr2	162284136	99	cg01419831_cpg99
cg01419831	chr2	162284206	100	cg01419831_cpg100
cg01419831	chr2	162284207	101	cg01419831_cpg101
cg01419831	chr2	162284208	102	cg01419831_cpg102
cg01419831	chr2	162284209	103	cg01419831_cpg103
cg01419831	chr2	162284277	104	cg01419831_cpg104
cg01419831	chr2	162284278	105	cg01419831_cpg105
cg01419831	chr2	162284280	106	cg01419831_cpg106
cg01419831	chr2	162284281	107	cg01419831_cpg107
cg01419831	chr2	162284291	108	cg01419831_cpg108
cg01419831	chr2	162284292	109	cg01419831_cpg109
cg01419831	chr2	162284341	110	cg01419831_cpg110
cg01419831	chr2	162284342	111	cg01419831_cpg111
cg01419831	chr2	162284354	112	cg01419831_cpg112
cg01419831	chr2	162284355	113	cg01419831_cpg113
cg01419831	chr2	162284358	114	cg01419831_cpg114
cg01419831	chr2	162284359	115	cg01419831_cpg115
cg01419831	chr2	162284362	116	cg01419831_cpg116
cg01419831	chr2	162284363	117	cg01419831_cpg117
cg01419831	chr2	162284384	118	cg01419831_cpg118
cg01419831	chr2	162284385	119	cg01419831_cpg119
cg01419831	chr2	162284394	120	cg01419831_cpg120
cg01419831	chr2	162284395	121	cg01419831_cpg121
cg01419831	chr2	162284401	122	cg01419831_cpg122
cg01419831	chr2	162284402	123	cg01419831_cpg123
cg01419831	chr2	162284408	124	cg01419831_cpg124
cg01419831	chr2	162284409	125	cg01419831_cpg125
cg01419831	chr2	162284410	126	cg01419831_cpg126
cg01419831	chr2	162284411	127	cg01419831_cpg127
cg01419831	chr2	162284439	128	cg01419831_cpg128
cg01419831	chr2	162284440	129	cg01419831_cpg129
cg01419831	chr2	162284449	130	cg01419831_cpg130
cg01419831	chr2	162284450	131	cg01419831_cpg131
cg01419831	chr2	162284454	132	cg01419831_cpg132
cg01419831	chr2	162284455	133	cg01419831_cpg133
cg01419831	chr2	162284457	134	cg01419831_cpg134
cg01419831	chr2	162284458	135	cg01419831_cpg135
cg01419831	chr2	162284460	136	cg01419831_cpg136
cg01419831	chr2	162284461	137	cg01419831_cpg137
cg01419831	chr2	162284471	138	cg01419831_cpg138
cg01419831	chr2	162284472	139	cg01419831_cpg139
cg01419831	chr2	162284488	140	cg01419831_cpg140
cg01419831	chr2	162284489	141	cg01419831_cpg141
cg01419831	chr2	162284509	142	cg01419831_cpg142
cg01419831	chr2	162284510	143	cg01419831_cpg143
cg01419831	chr2	162284517	144	cg01419831_cpg144
cg01419831	chr2	162284518	145	cg01419831_cpg145
cg01419831	chr2	162284520	146	cg01419831_cpg146
cg01419831	chr2	162284521	147	cg01419831_cpg147
cg01419831	chr2	162284524	148	cg01419831_cpg148
cg01419831	chr2	162284525	149	cg01419831_cpg149
cg01419831	chr2	162284527	150	cg01419831_cpg150
cg01419831	chr2	162284528	151	cg01419831_cpg151
cg01419831	chr2	162284542	152	cg01419831_cpg152
cg01419831	chr2	162284543	153	cg01419831_cpg153
cg01419831	chr2	162284553	154	cg01419831_cpg154
cg01419831	chr2	162284554	155	cg01419831_cpg155
cg01419831	chr2	162284555	156	cg01419831_cpg156
cg01419831	chr2	162284556	157	cg01419831_cpg157
cg01419831	chr2	162284560	158	cg01419831_cpg158
cg01419831	chr2	162284561	159	cg01419831_cpg159
cg01419831	chr2	162284563	160	cg01419831_cpg160
cg01419831	chr2	162284564	161	cg01419831_cpg161
cg01419831	chr2	162284566	162	cg01419831_cpg162
cg01419831	chr2	162284567	163	cg01419831_cpg163
cg01419831	chr2	162284578	164	cg01419831_cpg164
cg01419831	chr2	162284579	165	cg01419831_cpg165
cg01419831	chr2	162284624	166	cg01419831_cpg166
cg01419831	chr2	162284625	167	cg01419831_cpg167
cg01419831	chr2	162284638	168	cg01419831_cpg168
cg01419831	chr2	162284639	169	cg01419831_cpg169
cg01419831	chr2	162284644	170	cg01419831_cpg170
cg01419831	chr2	162284645	171	cg01419831_cpg171
cg01419831	chr2	162284648	172	cg01419831_cpg172
cg01419831	chr2	162284649	173	cg01419831_cpg173
cg01419831	chr2	162284652	174	cg01419831_cpg174
cg01419831	chr2	162284653	175	cg01419831_cpg175
cg01419831	chr2	162284660	176	cg01419831_cpg176
cg01419831	chr2	162284661	177	cg01419831_cpg177
cg01419831	chr2	162284664	178	cg01419831_cpg178
cg01419831	chr2	162284665	179	cg01419831_cpg179
cg01419831	chr2	162284670	180	cg01419831_cpg180
cg01419831	chr2	162284671	181	cg01419831_cpg181
cg01419831	chr2	162284676	182	cg01419831_cpg182
cg01419831	chr2	162284677	183	cg01419831_cpg183
cg01452847	chr17	46711281	1	cg01452847_cpg01
cg01452847	chr17	46711282	2	cg01452847_cpg02
cg01452847	chr17	46711286	3	cg01452847_cpg03
cg01452847	chr17	46711287	4	cg01452847_cpg04
cg01452847	chr17	46711290	5	cg01452847_cpg05
cg01452847	chr17	46711291	6	cg01452847_cpg06
cg01452847	chr17	46711297	7	cg01452847_cpg07
cg01452847	chr17	46711298	8	cg01452847_cpg08
cg01452847	chr17	46711299	9	cg01452847_cpg09
cg01452847	chr17	46711300	10	cg01452847_cpg10
cg01452847	chr17	46711310	11	cg01452847_cpg11
cg01452847	chr17	46711311	12	cg01452847_cpg12
cg01452847	chr17	46711319	13	cg01452847_cpg13
cg01452847	chr17	46711320	14	cg01452847_cpg14
cg01452847	chr17	46711322	15	cg01452847_cpg15
cg01452847	chr17	46711323	16	cg01452847_cpg16
cg01452847	chr17	46711335	17	cg01452847_cpg17
cg01452847	chr17	46711336	18	cg01452847_cpg18
cg01452847	chr17	46711337	19	cg01452847_cpg19
cg01452847	chr17	46711338	20	cg01452847_cpg20
cg01452847	chr17	46711341	21	cg01452847_cpg21
cg01452847	chr17	46711342	22	cg01452847_cpg22
cg01452847	chr17	46711358	23	cg01452847_cpg23
cg01452847	chr17	46711359	24	cg01452847_cpg24
cg01452847	chr17	46711361	25	cg01452847_cpg25
cg01452847	chr17	46711362	26	cg01452847_cpg26
cg01452847	chr17	46711369	27	cg01452847_cpg27
cg01452847	chr17	46711370	28	cg01452847_cpg28
cg01452847	chr17	46711388	29	cg01452847_cpg29
cg01452847	chr17	46711389	30	cg01452847_cpg30
cg01452847	chr17	46711390	31	cg01452847_cpg31
cg01452847	chr17	46711391	32	cg01452847_cpg32
cg01576677	chr2	45029729	1	cg01576677_cpg01
cg01576677	chr2	45029730	2	cg01576677_cpg02
cg01576677	chr2	45029737	3	cg01576677_cpg03
cg01576677	chr2	45029738	4	cg01576677_cpg04
cg01576677	chr2	45029739	5	cg01576677_cpg05
cg01576677	chr2	45029740	6	cg01576677_cpg06
cg01576677	chr2	45029745	7	cg01576677_cpg07
cg01576677	chr2	45029746	8	cg01576677_cpg08
cg01576677	chr2	45029752	9	cg01576677_cpg09
cg01576677	chr2	45029753	10	cg01576677_cpg10
cg01576677	chr2	45029754	11	cg01576677_cpg11
cg01576677	chr2	45029755	12	cg01576677_cpg12
cg01576677	chr2	45029756	13	cg01576677_cpg13
cg01576677	chr2	45029757	14	cg01576677_cpg14
cg01576677	chr2	45029765	15	cg01576677_cpg15
cg01576677	chr2	45029766	16	cg01576677_cpg16
cg01576677	chr2	45029773	17	cg01576677_cpg17
cg01576677	chr2	45029774	18	cg01576677_cpg18
cg01576677	chr2	45029775	19	cg01576677_cpg19
cg01576677	chr2	45029776	20	cg01576677_cpg20
cg01576677	chr2	45029780	21	cg01576677_cpg21
