sample	cns_path	tissue	genome_len_autosomes	n_segments_autosomes	aneuploidy_score	fga	fga_gain	fga_loss	max_gain_log2	min_loss_log2	n_gain_segments	n_loss_segments	chr1_mean_log2	chr2_mean_log2	chr3_mean_log2	chr4_mean_log2	chr5_mean_log2	chr6_mean_log2	chr7_mean_log2	chr8_mean_log2	chr9_mean_log2	chr10_mean_log2	chr11_mean_log2	chr12_mean_log2	chr13_mean_log2	chr14_mean_log2	chr15_mean_log2	chr16_mean_log2	chr17_mean_log2	chr18_mean_log2	chr19_mean_log2	chr20_mean_log2	chr21_mean_log2	chr22_mean_log2	n_chr_altered	cnr_path	mad_bin_log2	frac_bins_extreme
V23_S8	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/V23_S8.coordsort.cns	Colon	2697844877	241	0.012006360010795638	0.009455121462863857	0.0015017279290368926	0.007953393533826963	0.622156	-26.2463	37	81	-0.009025138304321334	-2.016814829186901e-05	-0.003056265522227103	-0.0029858464145955683	-0.001198356720891426	0.00040315467275330697	-0.006274739212156083	-0.007543905674905595	-0.01993157585387521	-0.04166482294994975	-0.009148461583900496	-0.017059725717159586	-0.0019555422575493375	-0.02127281386028873	-0.010659253608534053	-0.01735088258141765	-0.023474842417080654	-0.003077791683343972	-0.01800656512121352	-0.010645854364533478	-0.0111467	-0.03199934555702208	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/V23_S8.coordsort.cnr	0.09353368000000001	0.0003340987187186896
V24_S1	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/V24_S1.coordsort.cns	Colon	2697823468	314	0.020818255880574562	0.03722655955485965	0.017617620857614986	0.019608938697244664	0.635755	-25.8436	69	81	-0.0031895655938272904	0.02535734889255593	0.01702698216001674	-0.015406119047851378	-0.004249159361609672	-0.006717227649123094	-0.007696537125478591	-0.023353545620446663	-0.009774671797381946	-0.03745711152963254	0.015760988471713564	0.015845104270192166	-0.0053627229311544716	-0.002523921333942404	-0.0051075446091881395	-0.01092843470659429	0.0022377565513399048	-0.03944757204875553	-0.011720027221285187	0.037001748726315085	-0.06464891198368403	-0.032345335288708914	1	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/V24_S1.coordsort.cnr	0.08601606499999999	0.0002813845574409856
V24_S2	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/V24_S2.coordsort.cns	Colon	2697895793	252	0.012211714430485274	0.004653547788085379	0.0012566456453939102	0.003396902142691469	0.785541	-26.1744	35	65	-0.011573651346001218	-0.0038023510780676273	-0.0025310801138690715	-0.0020204679415126003	0.0001354617621709232	-0.008062663714875845	-0.004303589638360925	-0.004756139744798046	-0.047111431129119294	-0.01852606921282246	-0.0012196996327753955	-0.004397614538863122	0.0025460057345858414	-0.016819429780533603	-0.013911842533654316	-0.01881267984975551	-0.03839883845050132	-0.007330311331680216	-0.018790735476855256	0.003496654147458101	-0.0180443	-0.02900649577321685	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/V24_S2.coordsort.cnr	0.083144492	0.00037336168022208293
V24_S3	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/V24_S3.coordsort.cns	Colon	2697590245	425	0.01486485449190113	0.014953433745086812	0.00291414829015294	0.012039285454933872	0.905092	-25.822	56	115	-0.017253739126578484	-0.004893901684357238	-0.005139276853341485	-0.0029625121113526862	-0.009488473626335113	-0.011657450850634929	-0.004773128096255906	-0.025129221840849716	-0.009675230769561899	-0.011246513069387253	0.0016557865213326262	-0.007768110196480766	0.0032288455366486116	-0.0102077	-0.00989236	-0.007155200166933953	-0.027423063921385233	0.0015501903212485851	-0.028949727269121758	-0.006240048335951591	-0.0197976031414591	-0.033908034753587425	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/V24_S3.coordsort.cnr	0.0888857469	0.0003108317785685306
VY_S1	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S1.coordsort.cns	Colon	2697519954	311	0.008720078450433197	0.015393024966665362	0.0035378381486478525	0.01185518681801751	2.06615	-25.4932	68	76	-0.005168378460962619	-0.002222052153425155	0.001973111084251681	-0.002204102385512352	0.002495604679328202	-0.0002577968867839069	-0.0034142336193092168	-0.001944176021908518	-0.014532503370082002	-0.0044322687296590325	-0.0023136983314581776	0.007774937755470967	0.0006297775838028448	0.009611365381487973	-0.0089638	-0.012212524458445678	-0.02171386084409449	-0.0005705382709448633	-0.035823816343757885	-0.0022614974212584044	-0.00962865	-0.010458627393393087	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S1.coordsort.cnr	0.09892979660000001	7.670819330755551e-05
VY_S2	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S2.coordsort.cns	Colon	2697790263	218	0.01107094426317615	0.007950072803713727	0.0010305449011845588	0.006919527902529167	0.83567	-25.5959	27	74	-0.005851693031702582	-0.0026871458244647887	-0.0022852105230359225	-0.005378880075354228	2.714549379092366e-05	-0.0009916086385071082	-0.004732218498107577	-0.008925356379008076	-0.02081435000725448	-0.020290000921999677	-0.004909286460563299	-0.009206339203847442	0.004967764201110751	-0.00424598	-0.0148456	-0.014617473395831079	-0.035597510134861524	-0.0020000131690083673	-0.01704176984750248	-0.0004665215014413435	-0.033640491789533856	-0.04864367833097147	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S2.coordsort.cnr	0.112436223	0.0002784761899222157
VY_S4	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S4.coordsort.cns	Colon	2697839258	233	0.012307616335374891	0.0032552614000103636	0.0006640684743123417	0.0025911929256980217	1.26817	-25.4779	27	71	-0.006295575652570731	-0.013196081533965377	-0.019894430914930095	-0.011284909849618031	-0.006851366083749788	-0.011924331807722212	-0.009668497308930928	-0.008680857023237598	-0.029941919744987753	-0.009470686299871444	-0.005368165138178139	-0.015635723620104774	-0.0066387963470963705	-0.004676482369950309	-0.0132536	-0.0006694829067628243	0.0055085098282347585	-0.0014022525336179457	0.004631069642929509	0.004837270811765532	0.002878278257078322	-0.011278079871701251	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S4.coordsort.cnr	0.109643453	0.0003704533127033131
VY_S7	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S7.coordsort.cns	Colon	2697552703	234	0.01506708888240089	0.009519912612435805	0.0016840030576410947	0.00783590955479471	0.723942	-25.1947	25	71	-0.00461759131460345	-0.013016884047700156	-0.0021945168677936127	-0.01860579268679544	-0.006260655008772208	-0.006748995242675592	-0.014728617861744763	-0.016965253350250644	-0.018989867254403502	-0.03443224962484112	-0.0019375721268403434	-0.00907727817360062	-0.014150704330779997	0.0026822348100357	0.0077467	-0.008949589690683291	-0.02733309742667837	-0.005766852489616936	-0.033349998489963256	0.0027274598707094193	-0.0029261116307296993	-0.021764093687570894	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S7.coordsort.cnr	0.120872344	0.0002624801685689814
VY_S8	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S8.coordsort.cns	Colon	2694672286	173	0.040273220242616016	0.18041857688070645	0.08377108272972382	0.09664749415098263	1.0452	-25.5421	24	73	-0.06339634426666003	0.015116038301558062	-0.015404669009193067	-0.039430039311933715	-0.025946290673841667	0.028763699214305296	0.01077132103356195	0.0470754691138069	-0.07202736090613787	-0.04650526234379391	-0.004796040554917005	-0.016645856813944544	0.0834386909273814	-0.036494711408648774	-0.040299004531462373	-0.012573987842278618	0.005356662589028795	-0.02426809764013288	-0.016322018601935852	0.06463402977380624	-0.027118192534083176	-0.10362941130930267	5	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VY_S8.coordsort.cnr	0.11730391	0.0004511605113491771
VZ_S2	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S2.coordsort.cns	Colon	2697649494	334	0.017584873416875396	0.013572048956483151	0.0033215441887203155	0.010250504767762835	0.743021	-25.5384	53	97	-0.01315531041294246	0.0005742502108172022	0.0023067351885903346	-0.0008016118221230667	-0.004333128951714908	0.003748745072703628	0.011077136460778448	0.0006877077645998088	-0.020297232838430886	-0.03165052324190071	-0.0045128674093001956	-0.018691554999611216	0.011183671217159467	-0.017405949188373144	-0.0153417	-0.012146852451045919	-0.026706714882263873	-0.0057636409797089646	-0.049058655589710044	0.01728944429100504	-0.042391619015895145	-0.04128421428960918	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S2.coordsort.cnr	0.108499685	0.00034827701037269275
VZ_S3	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S3.coordsort.cns	Colon	2697878284	233	0.014894352341345285	0.004339183894776478	0.000888911117385309	0.0034502727773911687	0.877081	-25.9435	26	71	-0.010159222020376859	-0.0030523485522858393	-0.0019481733596558842	-0.006293630070759143	0.001994195764197573	-0.013617557985962243	-0.00389633156232191	-0.0012936266682916726	-0.04355964052473645	-0.04476005936893209	-0.00930553956033304	-0.02020995243329166	0.004034887710024272	-0.00160274	-0.0139861	-0.021807541930784696	-0.026858874187750147	0.0025087523065128806	-0.029516653116407998	-0.006142626494128691	-0.00629254	-0.04456452772578265	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S3.coordsort.cnr	0.100133615	0.00033482581059838206
VZ_S6	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S6.coordsort.cns	Colon	2697756862	196	0.017965930385314452	0.04303183383024975	0.0384748616385875	0.0045569721916622445	0.911802	-25.1543	37	65	-0.012306929107482349	0.009153393016219683	-0.007097153767119454	-0.009871201769481803	-0.0030989264233468768	0.0005677004339347907	0.016883749389500786	-0.0031595143847268363	-0.07581921902671732	-0.032825413134144346	-0.008855658519053995	0.011691258129980609	0.06670990670444323	-0.013431873500484071	-0.0134931	-0.002184989028438912	-0.017045997776701207	-0.020013932406641465	0.0005438703057571734	0.024122775422588876	-0.009680163351083267	-0.029196681501999586	2	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S6.coordsort.cnr	0.09837878	0.00035227601571100135
VZ_S7	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S7.coordsort.cns	Colon	2697704082	192	0.01764962722412079	0.008281160320385355	0.0010362748896934055	0.0072448854306919495	0.670249	-25.5764	8	69	-0.017426980568981135	-0.006698305471140841	-0.0031347973760599357	-0.0006598535496410405	-0.002345254916687051	-0.004088561063852415	-0.00460678394562196	-0.02749374203320112	-0.06447056831475646	-0.04720922614155302	-0.003465528771298098	-0.005772309550353015	-0.003159011247523551	-0.00507539109043932	-0.015705	-0.009103597622924654	-0.024943430577239006	-0.0003255730608797783	-0.08092708715883214	-0.011307637393189823	-0.00876213	-0.03291156624018914	2	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S7.coordsort.cnr	0.110301007	0.000371907496462698
VZ_S8	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S8.coordsort.cns	Colon	2697701333	327	0.014611234546427808	0.0076593960744430565	0.00410942600071733	0.0035499700737257264	0.955813	-25.5596	41	100	-0.013432624749953612	-0.006992497225750944	-0.020060235661364438	-0.0045964666074604634	-0.0036171961798976532	-0.0024358926706786244	-0.003378463588234114	-0.008713641657787066	-0.08229163846956868	-0.02105122131584817	-0.009701783163313134	-0.004434719696832368	0.002120602762906082	-0.001514466779844008	-0.006954553208744439	0.002534494037187452	0.001954077975337568	-0.002984995598137744	0.02664192670913917	-0.00438889916430798	0.00502699	-0.006733014523222271	1	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Colon/cnvkit/VZ_S8.coordsort.cnr	0.09168398800000001	0.00033046325932022726
V12_S14	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Healthy/cnvkit/V12_S14.coordsort.cns	Healthy	2697438696	201	0.012395131923348846	0.01765547890694306	0.0013204804265920563	0.016334998480351005	0.897971	-24.6938	17	65	-0.003153601010411558	-0.003952437670562786	-0.0010524923270487413	-0.013448769646381102	-0.0036354401588014275	-0.005373722286082756	-0.013719192580779064	-0.009359125367582582	-0.008597186011398935	-0.019737135312811002	-0.0019369891033481532	-0.01447837670321252	-0.011295870345070243	-0.008230294910048818	0.004877849710354895	-0.019018973400438607	-0.04614325663354234	-0.008464461857269578	-0.041619527019391075	-0.005277236759246639	-0.021382435924142684	-0.047775924144929455	0	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Healthy/cnvkit/V12_S14.coordsort.cnr	0.110219073	0.0002279433042835891
V12_S3	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Healthy/cnvkit/V12_S3.coordsort.cns	Healthy	2696578098	336	0.021693264231755556	0.05005897737585199	0.004963897767295446	0.04509507960855655	0.880691	-25.4613	42	105	-0.02229459206999022	-0.009374630981503759	-0.008740333419791623	-0.025496464718214665	-0.018732193109576585	-0.02081796217825951	-0.025751713418193534	-0.01691326399973264	-0.01474303428143379	-0.011964505325417056	-0.004096977625479762	-0.02322665210273909	-0.027879988996754198	-0.00997232	-0.00835761	-0.022047067257548354	-0.021916018553469942	-0.01473503263408803	-0.07433715833355262	0.001390697659017002	-0.048326645808589606	-0.02346379099284087	1	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Healthy/cnvkit/V12_S3.coordsort.cnr	0.1219065	0.00033882481593669066
V13_S1	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Healthy/cnvkit/V13_S1.coordsort.cns	Healthy	2697680839	495	0.01896215211245915	0.04710735612709002	0.00957521313365417	0.03753214299343585	0.930726	-25.7624	66	123	0.0045121555057344885	0.006500210123819443	-0.0015971009912781413	-0.008937577133307223	-0.009442408923066175	-0.0038143963803212015	-0.014812360106583844	-0.013383249993729729	-0.0030812660261534085	-0.01881853926814284	-0.003514942300025295	-0.014576962338166502	-0.012217121449983465	-0.002862185055420727	-0.011407202968811767	-0.02193769402595222	-0.040183419425743785	-0.009417711413736408	-0.065946526427253	-0.0018666047539524432	-0.01832944254062833	-0.0184064929723869	1	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Healthy/cnvkit/V13_S1.coordsort.cnr	0.10654889000000001	0.00030065249225283603
V13_S10	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Healthy/cnvkit/V13_S10.coordsort.cns	Healthy	2697725325	496	0.015105362776854285	0.021000720301278263	0.0029299576672061674	0.018070762634072094	1.04612	-25.492	59	130	-0.007109289002744057	-0.005370752479785355	-0.013284831087809092	0.004583102619774123	0.0007080636687466578	-0.01112776910837541	-0.00629579218865212	-0.0010538625270736888	-0.014834996736710912	-0.008647827291833752	-0.002707304549857158	-0.00974936513779399	-0.005508926019411989	-0.0197804133849296	-0.008705	-0.015215890619472873	-0.02394045285490163	-0.0004787331602764733	-0.03876517423899945	-0.002940328879569261	-0.010960288302355372	-0.0696936586082622	1	/data/farneysk/ElnitskiLab/Bismark_Output/WGEmSeq/seq_files/EMseq_BAMs/CoordSorted/Healthy/cnvkit/V13_S10.coordsort.cnr	0.1038066165	0.00030101603819268223
